text,mood,textID,sentiment,selected_text
i don t like to feel embarrassed when my kids watch it,sadness,41869257,negative,i feel like im assaulted
im feeling less fearful today ptl,fear,6956437465,negative,i don t feel very brave about it feeling skeptical about its possibilities here
i feel welcomed and times id just really walk away because i feel as if they dont want me there,joy,2939262219,positive,materialist friends feel when they hear the term intelligent design
i love to sew cook and also dabble in mixed media art when i feel like getting messy,sadness,5576975837,negative,grouchy and upset
i feel as though this was a project we missed in february or last years february,sadness,73695524,negative,insecure
im feeling especially lonely,sadness,4627943697,negative,i feel guilty sitting down during this concert because he s working so hard
i started to feel alarmed the voices were so noisy that i actually couldnt listen to my own thoughts,fear,8463777284,negative,lethargic
i just have to feel threatened to be reminded that i will be saved,fear,368788827,negative,i feel the love
i personally feel that i did this crime should be punished pubicly whether he belong to any caste creed color any elite or mogul group,sadness,5330898813,negative,dangerous
i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,surprise,366902569,positive,paranoid thinking about it just looking out the window and feeling my insomnia creep up on me
i don t feel depressed because i m missing out on all my american traditions or commodities,sadness,6149560175,negative,bad
i have developed my commercial property skills and knowledge significantly and feel a lot more confident in my work,joy,8797841745,positive,im feeling a bit pathetic today i cant stop crying
i feel a lot of this almost every day and it does hurt so this blog is very timely,sadness,9343699425,negative,i feel foolish
i am too fragile to feel too vulnerable of pain and too easy for tears,fear,2214344521,negative,failure
i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them,joy,5524756032,positive,vital
im siting on the couch feeling like i should be doing something productive but im not sure what,joy,3364871173,positive,sympathetic
i got tacos because i wasnt feeling too adventurous,joy,5386232799,positive,love so much
i think of who i have left to teach me about myself and i feel a little frightened at the thought that my family changes and moves away from some of the very things i need to know about in order to feel complete,fear,1676288149,negative,invigorated
i feel like im assaulted by constant flakiness,fear,1928649295,negative,i can still feel my legs and they get so cold
i listen although i don t feel very brave about it feeling skeptical about its possibilities here,joy,4312111683,positive,adoring love to gain i said i love you forever along with this love i bring
i think that s how our materialist friends feel when they hear the term intelligent design,joy,2222607701,positive,jealous of andreas growing belly and the movements she can already feel i am envious
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger,9159373497,negative,special
i got that straight i realized that i was dealing with someone who was feeling insecure,fear,7362963012,negative,ignored
i feel guilty sitting down during this concert because he s working so hard,sadness,5259051222,negative,delight
im not sure why but i have been feeling really lethargic lately,sadness,3802763729,negative,i feel like i broke my promise
